carat,cut,color,depth,table,price,x,y,z
0.5,Good,G,62.5,64,1286,4.99,4.93,3.1
0.71,Fair,F,62.6,57,2088,5.73,5.68,3.57
0.8,Ideal,D,61.9,54,3210,5.95,6,3.7
0.27,Ideal,H,61.3,55,383,4.17,4.21,2.57
1.02,Very Good,E,63.5,58,10710,6.43,6.33,4.05
1.08,Premium,G,61.2,59,4485,6.61,6.66,4.06
0.28,Ideal,F,61.5,57,787,4.19,4.24,2.59
0.75,Ideal,J,62.3,57,2025,5.84,5.81,3.63
0.3,Ideal,I,61,56,473,4.35,4.37,2.66
0.3,Very Good,E,61.9,61,658,4.28,4.32,2.66
1.45,Very Good,J,62.8,57,6671,7.14,7.17,4.49
1.01,Premium,G,60.1,59,4269,6.45,6.39,3.86
0.53,Ideal,E,61.4,56,1721,5.18,5.25,3.2
0.9,Premium,F,62.6,62,3437,6.13,6.11,3.83
1.51,Very Good,D,63.2,57,12311,7.27,7.25,4.59
0.37,Premium,F,59.2,61,894,4.69,4.63,2.76
0.44,Very Good,F,61.2,61,1081,4.83,4.88,2.97
0.35,Ideal,E,61.1,55,773,4.56,4.58,2.79
0.32,Premium,I,62.6,58,449,4.37,4.42,2.75
0.32,Very Good,E,61.6,58,594,4.4,4.47,2.73
0.25,Premium,E,62.5,59,576,4.02,4.05,2.52
0.91,Very Good,D,62.1,59,4466,6.1,6.18,3.81
0.3,Very Good,H,61.2,62,421,4.28,4.31,2.63
0.34,Ideal,D,61.4,56,805,4.5,4.53,2.77
1.5,Premium,G,62.7,58,14234,7.3,7.25,4.56
0.31,Premium,G,62.9,58,802,4.35,4.3,2.72
0.37,Ideal,F,59.2,57,1406,4.75,4.71,2.8
0.3,Ideal,J,59.7,57,394,4.37,4.4,2.62
0.42,Premium,D,62,59,862,4.83,4.78,2.98
1.52,Very Good,I,62.3,58,10051,7.32,7.28,4.55
0.72,Premium,H,59.9,58,2334,5.85,5.81,3.49
0.58,Very Good,G,61.9,56,1379,5.35,5.39,3.32
0.35,Ideal,D,61,56,1065,4.53,4.58,2.78
2.01,Very Good,I,59.5,58,13669,8.18,8.21,4.88
0.53,Very Good,E,62.6,59,1909,5.19,5.25,3.27
1.02,Premium,E,60.3,60,6032,6.58,6.48,3.94
1.08,Ideal,F,61.9,55,7110,6.58,6.64,4.09
0.4,Ideal,D,62.9,56,1200,4.71,4.67,2.95
0.5,Ideal,J,61.7,57,875,5.09,5.12,3.15
1.65,Premium,F,60.5,61,9693,7.7,7.65,4.64
0.39,Premium,J,61.6,59,790,4.71,4.67,2.89
0.79,Very Good,F,62.8,59,2878,5.86,5.89,3.69
0.5,Good,F,63.8,59,1094,5.02,4.95,3.18
0.71,Premium,F,60.9,59,2198,5.74,5.69,3.48
0.3,Premium,E,60.7,59,658,4.3,4.33,2.62
0.41,Very Good,D,60.3,63,717,4.78,4.8,2.89
0.26,Ideal,H,62.5,53,362,4.09,4.13,2.57
0.42,Premium,D,62.1,59,700,4.78,4.82,2.98
0.7,Good,E,63.5,58,2569,5.62,5.65,3.58
0.72,Good,E,63.7,58,2361,5.71,5.66,3.62
0.31,Good,G,63.7,56,802,4.3,4.27,2.73
0.9,Premium,I,62.8,61,3246,6.12,6.02,3.81
1.13,Good,D,60.7,64,4406,6.68,6.63,4
0.42,Very Good,D,62.9,55,656,4.78,4.82,3.02
0.44,Ideal,G,61.6,56,1294,4.9,4.88,3.01
0.42,Ideal,G,61.8,57,921,4.79,4.82,2.97
1.03,Ideal,E,61.7,55,5491,6.52,6.46,4.01
0.51,Ideal,D,61.5,56,1431,5.15,5.16,3.17
0.38,Very Good,H,63.3,58,1033,4.62,4.57,2.91
1.5,Very Good,E,60.8,58,11688,7.32,7.36,4.46
0.9,Premium,H,60.4,59,4321,6.24,6.27,3.78
0.3,Ideal,G,62.8,57,956,4.32,4.28,2.7
1.01,Ideal,G,62.9,56,5107,6.39,6.43,4.03
0.33,Ideal,H,61.9,56,743,4.48,4.44,2.76
0.29,Very Good,E,61.7,58,504,4.23,4.29,2.63
0.4,Premium,E,62.2,59,912,4.71,4.74,2.94
0.3,Premium,F,62.6,61,506,4.24,4.2,2.64
0.34,Premium,H,61.2,60,775,4.46,4.5,2.74
1.75,Premium,D,60.6,60,13363,7.74,7.78,4.7
0.58,Ideal,E,62.3,54,1809,5.43,5.39,3.37
1,Very Good,G,61.6,61,7623,6.35,6.38,3.92
2.04,Premium,G,61.3,60,12794,8.18,8.13,5
0.33,Ideal,G,61.5,55,946,4.48,4.5,2.76
0.32,Ideal,E,62.2,56,900,4.41,4.37,2.73
0.3,Ideal,D,62.1,57,447,4.3,4.33,2.68
1.23,Good,J,63.6,57,5290,6.74,6.79,4.3
2.05,Very Good,F,59.5,58,16819,8.26,8.3,4.93
1,Ideal,D,59.9,56,5929,6.51,6.54,3.91
0.36,Premium,G,61.9,56,608,4.59,4.55,2.83
1.5,Very Good,I,63.5,59,8081,7.16,7.08,4.52
0.31,Ideal,D,62.1,54,942,4.37,4.33,2.7
1.04,Premium,H,62.1,58,3832,6.5,6.52,4.04
1.56,Ideal,I,61.8,56,10333,7.41,7.45,4.59
1.52,Good,D,63.2,58,8868,7.25,7.31,4.6
0.56,Very Good,G,61.4,57,2010,5.26,5.32,3.25
0.32,Ideal,G,61.3,54,918,4.41,4.47,2.72
0.5,Good,G,63.6,57,1858,5.08,5.04,3.22
1,Good,D,65.7,55,6163,6.17,6.22,4.07
0.3,Very Good,G,62.8,57,605,4.25,4.29,2.68
0.53,Ideal,G,61,56,1284,5.23,5.26,3.2
0.41,Ideal,E,61.6,56,1187,4.78,4.8,2.95
0.72,Very Good,J,62.3,57,2136,5.73,5.77,3.58
0.35,Ideal,F,61.5,55.9,596,4.53,4.56,2.8
1.18,Ideal,E,60.8,57,4885,6.89,6.83,4.17
0.74,Ideal,H,62.5,54,2497,5.76,5.82,3.62
0.3,Premium,G,61.8,60,630,4.29,4.25,2.64
1.25,Premium,D,59.8,55,4543,7.07,7.01,4.21
1.04,Very Good,J,63.5,59,3810,6.37,6.42,4.06
0.71,Very Good,E,61.9,63,2375,5.74,5.69,3.54
1,Fair,F,65.7,61,3443,6.13,6.11,4.02
0.9,Good,H,64,59,3669,6.05,6.01,3.86
0.38,Ideal,D,61.5,56,1257,4.66,4.64,2.86
0.42,Premium,D,62.1,59,810,4.77,4.79,2.97
1.52,Ideal,F,61.5,55,12477,7.44,7.41,4.57
0.38,Premium,I,60.1,60,778,4.72,4.66,2.82
0.31,Ideal,E,61.8,55,692,4.36,4.38,2.7
0.48,Ideal,F,62,55,1926,4.99,5.04,3.11
0.54,Ideal,I,60.9,57,935,5.26,5.31,3.22
0.96,Very Good,G,63.1,56,3951,6.29,6.22,3.95
1.01,Very Good,E,63.1,55,4853,6.41,6.34,4.02
0.36,Very Good,E,60.8,59,631,4.56,4.59,2.78
0.41,Very Good,D,63.8,56,871,4.69,4.74,3.01
1.17,Very Good,H,63.1,58,4455,6.72,6.64,4.22
1,Very Good,E,63.1,56,10954,6.32,6.39,4.01
0.7,Good,E,57.5,58,2229,5.8,5.85,3.35
0.32,Premium,D,61.5,59,756,4.42,4.39,2.71
1.53,Premium,F,60.3,58,15217,7.51,7.48,4.52
0.71,Ideal,E,62,55,3421,5.72,5.77,3.56
0.31,Very Good,J,62.3,60,380,4.29,4.34,2.69
0.71,Ideal,G,59.7,60,2522,5.79,5.81,3.46
1.71,Premium,I,62.4,61,9384,7.67,7.59,4.76
0.4,Good,E,63.3,56,687,4.68,4.74,2.98
0.43,Ideal,G,61.4,55,1129,4.88,4.83,2.98
1.06,Ideal,I,61.4,57,4405,6.57,6.52,4.02
0.34,Premium,D,59.7,59,803,4.57,4.54,2.72
1.02,Fair,H,71.8,56,4455,6.04,5.97,4.31
0.31,Ideal,G,62.2,55,891,4.35,4.4,2.72
1.53,Ideal,H,61.1,57,10659,7.45,7.44,4.55
0.3,Premium,D,61.6,57,979,4.33,4.3,2.66
1,Fair,D,66.5,59,3965,6.24,6.21,4.14
0.3,Very Good,D,61.2,55,610,4.32,4.34,2.65
0.7,Fair,F,65.3,55,2762,5.63,5.58,3.66
0.74,Ideal,D,61.9,56,3087,5.84,5.79,3.6
2,Good,G,64.1,55,17898,7.94,7.88,5.07
1.08,Ideal,I,60.3,60,4757,6.67,6.62,4.01
0.31,Ideal,H,62.1,53.8,502,4.33,4.37,2.7
0.67,Very Good,H,63.4,59,1981,5.53,5.57,3.52
0.31,Good,H,63.6,57,435,4.28,4.31,2.73
1,Good,G,57.6,62,4113,6.62,6.55,3.79
1.5,Good,G,57.5,63,6006,7.53,7.49,4.32
1.01,Premium,D,62.9,59,5543,6.43,6.39,4.03
0.36,Ideal,H,61.7,54,538,4.56,4.62,2.83
0.28,Ideal,F,61.6,55,612,4.22,4.26,2.61
0.31,Ideal,H,62.6,57,489,4.34,4.38,2.73
0.93,Premium,F,62.3,58,4297,6.22,6.18,3.86
0.32,Very Good,D,63.3,57,756,4.38,4.37,2.77
0.57,Premium,E,62.5,54,1058,5.35,5.3,3.33
1.29,Very Good,G,62.3,58,9105,6.98,7.01,4.36
0.37,Ideal,F,61.6,56,746,4.61,4.65,2.85
0.51,Ideal,G,62.5,57,1781,5.14,5.07,3.19
0.87,Ideal,H,62.3,57,3372,6.08,6.12,3.8
1.04,Very Good,E,63.6,58,11269,6.41,6.43,4.08
1.12,Ideal,G,62,55,8773,6.67,6.69,4.14
0.71,Very Good,F,63.3,60,2198,5.61,5.54,3.53
0.32,Good,D,63.3,57,589,4.37,4.38,2.77
0.5,Very Good,F,62.6,59,1738,5.03,5.06,3.16
1.07,Premium,H,62.4,59,5498,6.53,6.46,4.05
1.06,Very Good,G,63.4,57,6595,6.48,6.45,4.1
0.32,Very Good,F,63,56,721,4.37,4.39,2.76
2.14,Very Good,J,62.3,59,14556,8.24,8.26,5.14
0.9,Premium,F,58.4,62,3629,6.37,6.34,3.71
0.38,Ideal,G,62.4,57,855,4.65,4.62,2.89
2,Very Good,F,63.6,58,16580,7.91,7.98,5.05
0.53,Ideal,H,61.6,55,1427,5.23,5.25,3.23
1.51,Ideal,G,61.9,57,14674,7.37,7.34,4.55
1,Premium,F,60.3,61,4704,6.43,6.38,3.86
0.65,Good,G,59.6,60.3,1828,5.64,5.71,3.38
1,Premium,F,61.6,55,6209,6.42,6.34,3.93
0.35,Good,I,63.6,56,606,4.53,4.5,2.87
1.03,Premium,E,61.3,60,5101,6.53,6.51,4
0.81,Good,E,64.1,59,2608,5.89,5.85,3.76
1,Very Good,E,62.4,62,5544,6.33,6.39,3.97
1.1,Premium,I,59.7,62,3604,6.8,6.64,4.01
0.72,Ideal,H,61.5,55,3274,5.77,5.85,3.56
0.31,Good,F,64.2,59,744,4.3,4.23,2.74
1.28,Ideal,H,61.3,55,8928,7.01,7.06,4.31
1.26,Very Good,H,62.1,57,6320,6.88,6.94,4.29
0.92,Ideal,E,61.4,54.6,4258,6.25,6.29,3.85
0.31,Good,I,63.7,55,628,4.33,4.3,2.75
0.49,Very Good,F,62.5,57,1116,4.99,5.02,3.13
0.82,Very Good,E,63.3,56,2975,5.99,5.95,3.78
1.01,Ideal,G,62.7,56,6951,6.4,6.35,4
0.51,Premium,F,61.9,56,2310,5.17,5.13,3.19
0.77,Good,H,57.2,65,2457,6.08,6.02,3.46
0.9,Premium,H,62.1,58,3989,6.16,6.2,3.84
1.01,Ideal,F,62.5,54,7465,6.43,6.46,4.03
1,Very Good,D,61.7,58,10113,6.37,6.41,3.94
0.5,Good,F,63.1,61,1043,5.06,4.98,3.17
1.07,Premium,G,61.4,56,6076,6.65,6.61,4.07
0.27,Very Good,F,60.5,57,518,4.21,4.23,2.55
1.01,Premium,G,62.5,60,5620,6.37,6.31,3.96
1.05,Good,E,64.2,61,4878,6.33,6.41,4.09
0.4,Ideal,G,62.1,53,573,4.75,4.78,2.96
0.5,Ideal,J,62.5,57,1082,5.06,5.09,3.17
1.5,Very Good,H,63.8,57,11654,7.17,7.21,4.59
0.42,Premium,G,60.5,59,921,4.79,4.83,2.91
